_id,id,__v,action_cause,behavior_type,company_type,craft_code,createdAt,day_of_year,gbu,incident_date,incident_number,is_lcv,job,lastUpdated,location,month,near_miss_sub_category,primary_category,region,severity_level,unsafe_condition_or_behavior,violation_probability_level,violation_risk_severity_level,violation_severity_level,week,year
{'$oid': '69087f23012e93c9d6fdfe4f'},136130996,0,Dropped Object(s),,N,Pipefitters,1765948249862,108,Energy,1744955630000,136130996,False,Project J,1765948249862,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe50'},136131011,0,Fall From Same Level (of Personnel),,B,Ironworkers-Rebar,1765948249862,108,Energy,1744961629000,136131011,False,Project J,1765948249862,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe51'},136131028,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948249862,108,Energy,1744963730000,136131028,True,Project J,1765948249862,,4,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe52'},136132809,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Carpenter,1765948249862,111,Energy,1745213629000,136132809,False,Project J,1765948249862,,4,,,,1,Behavior,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe53'},136132824,0,Fall From Same Level (of Personnel),At-Risk,B,Ironworkers-Rebar,1765948249862,111,Energy,1745223529000,136132824,False,Project J,1765948249862,,4,,,,2,Behavior,0,2,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe54'},136132862,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765948249862,111,Energy,1745215730000,136132862,False,Project J,1765948249862,,4,,,,1,Behavior,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe55'},136133330,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Warehouse,1765948249862,112,Energy,1745293070000,136133330,False,Project J,1765948249862,,4,,,,1,Unsafe Condition,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe56'},136132919,0,,At-Risk,B,,1765948249862,111,Energy,1745225630000,136132919,True,Project J,1765948249862,,4,,Energy Isolation,,3,Unsafe Condition,0,3,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe57'},136133351,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Operators,1765948249862,108,Energy,1744969130000,136133351,False,Project J,1765948249862,,4,,,,1,Behavior,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe58'},136133373,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Ironworkers-Rebar,1765948249862,108,Energy,1744965529000,136133373,False,Project J,1765948249862,,4,,,,1,Behavior,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe59'},136133405,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Pipefitters,1765948249862,112,Energy,1745297629000,136133405,False,Project J,1765948249862,,4,,,,1,Behavior,0,1,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe5a'},136133965,0,Fall From Same Level (of Personnel),,B,Ironworkers-Rebar,1765948171265,112,Energy,1745317130000,136133965,False,Project J,1765948171265,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe5b'},136133938,0,Caught In/ Between,,B,Carpenter,1765948171265,112,Energy,1745314730000,136133938,False,Project J,1765948171265,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe5c'},136133987,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Rigger,1765948171265,112,Energy,1745318630000,136133987,False,Project J,1765948171265,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe5d'},136134005,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171265,112,Energy,1745315329000,136134005,False,Project J,1765948171265,,4,,,,0,,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe5e'},136134638,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Scaffold Builder,1765948171265,113,Energy,1745379530000,136134638,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe5f'},136134666,0,Fall From Same Level (of Personnel),,B,Ironworkers-Rebar,1765948171265,113,Energy,1745384930000,136134666,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe60'},136134684,0,Caught In/ Between,,B,Pipefitters,1765948171265,113,Energy,1745386729000,136134684,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe61'},136134710,0,Caught In/ Between,,B,Insulators,1765948171265,113,Energy,1745387990000,136134710,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe62'},136134744,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Undetermined,B,Rigger,1765948171265,113,Energy,1745383130000,136134744,False,Project J,1765948171265,,4,,,,0,Unsafe Condition,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe63'},136134728,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171265,113,Energy,1745386729000,136134728,False,Project J,1765948171265,,4,,,,0,Behavior,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe64'},136134798,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Ironworkers-Rebar,1765948171265,113,Energy,1745385529000,136134798,False,Project J,1765948171265,,4,,,,0,Unsafe Condition,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe65'},136134940,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Undetermined,B,Ironworkers-Rebar,1765948171265,113,Energy,1745406530000,136134940,False,Project J,1765948171265,,4,,,,0,Unsafe Condition,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe66'},136135278,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171265,113,Energy,1745411029000,136135278,False,Project J,1765948171265,,4,,,,0,Behavior,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe67'},136135377,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Undetermined,B,Scaffold Builder,1765948171265,112,Energy,1745307530000,136135377,False,Project J,1765948171265,,4,,,,0,Unsafe Condition,0,0,0,16,2025
{'$oid': '69087f23012e93c9d6fdfe68'},136135394,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Cement masons,1765948171265,114,Energy,1745474329000,136135394,False,Project J,1765948171265,,4,,,,0,Unsafe Condition,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe69'},136135409,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Pipefitters,1765948171265,114,Energy,1745476550000,136135409,False,Project J,1765948171265,,4,,,,0,Behavior,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6a'},136135823,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171265,114,Energy,1745483030000,136135823,False,Project J,1765948171265,,4,,,,0,Behavior,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6b'},136136185,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765948171265,114,Energy,1745493830000,136136185,False,Project J,1765948171265,,4,,,,0,Behavior,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6c'},136136200,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,N,Radiation Worker,1765948171265,114,Energy,1745502829000,136136200,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6d'},136136678,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Warehouse,1765948171265,115,Energy,1745554310000,136136678,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6e'},136136713,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Ironworkers-Rebar,1765948171265,115,Energy,1745555930000,136136713,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe6f'},136136914,0,Exposure to Heat/Cold/Environment,,B,Rigger,1765948171265,115,Energy,1745557730000,136136914,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe70'},136138158,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Carpenter,1765948171265,116,Energy,1745642630000,136138158,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe71'},136138173,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,,1765948171265,116,Energy,1745655229000,136138173,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe72'},136138193,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Cement masons,1765948171265,116,Energy,1745626130000,136138193,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe73'},136138208,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171265,116,Energy,1745638730000,136138208,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe74'},136138223,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Pipefitters,1765948171265,116,Energy,1745654330000,136138223,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe75'},136138243,0,Exposure to Heat/Cold/Environment,,B,Laborers,1765948171265,116,Energy,1745642330000,136138243,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe76'},136138258,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171265,117,Energy,1745739530000,136138258,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe77'},136138284,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,N,Mechanic,1765948171265,115,Energy,1745580230000,136138284,False,Project J,1765948171265,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe78'},136138985,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171264,118,Energy,1745807929000,136138985,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe79'},136139004,0,"Vehicular Accident (driver, passenger, pedestrian)",,N,Teamsters/Truck Driver,1765948171264,118,Energy,1745800550000,136139004,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7a'},136139037,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171264,118,Energy,1745812730000,136139037,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7b'},136139105,0,Line Of Fire,,B,Surveyors,1765948171264,118,Energy,1745825030000,136139105,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7c'},136139019,0,Other,At-Risk,B,Operators,1765948171264,118,Energy,1745808530000,136139019,False,Project J,1765948171264,,4,,,,0,Unsafe Condition,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7d'},136139199,0,Fall From Same Level (of Personnel),,B,Cement masons,1765948171264,118,Energy,1745831330000,136139199,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7e'},136139483,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,N,Radiation Tech,1765948171264,118,Energy,1745845130000,136139483,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe7f'},136139498,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765948171264,118,Energy,1745839730000,136139498,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe80'},136139746,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Scaffold Builder,1765948171264,118,Energy,1745813329000,136139746,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe81'},136139886,0,Line Of Fire,,B,Operators,1765948171264,118,Energy,1745813329000,136139886,False,Project J,1765948171264,,4,,,,0,,0,0,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe82'},136140096,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Rebar,1765948171264,119,Energy,1745920430000,136140096,False,Project J,1765948171264,,4,,,,1,Unsafe Condition,0,1,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe83'},136139935,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Operators,1765948171264,119,Energy,1745905129000,136139935,False,Project J,1765948171264,,4,,,,1,Unsafe Condition,0,1,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe84'},136139901,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,119,Energy,1745900330000,136139901,True,Project J,1765948171264,,4,,Excavation,,3,Behavior,0,3,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe85'},136140075,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,119,Energy,1745890730000,136140075,False,Project J,1765948171264,,4,,,,1,Unsafe Condition,0,1,0,17,2025
{'$oid': '69087f23012e93c9d6fdfe86'},136140934,0,Line Of Fire,At-Risk,N,Operators,1765948171264,120,Energy,1745974730000,136140934,True,Project J,1765948171264,,4,,MEPI (Mobile Equipment & Personnel Interface),,4,Behavior,0,4,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe87'},136140898,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,120,Energy,1745986909000,136140898,True,Project J,1765948171264,,4,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe88'},136140963,0,Fall From Same Level (of Personnel),At-Risk,B,Warehouse,1765948171264,120,Energy,1746002329000,136140963,False,Project J,1765948171264,,4,,,,1,Unsafe Condition,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe89'},136140996,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Carpenter,1765948171264,120,Energy,1745991529000,136140996,False,Project J,1765948171264,,4,,,,1,Unsafe Condition,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8a'},136141077,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Operators,1765948171264,120,Energy,1746007729000,136141077,True,Project J,1765948171264,,4,,Excavation,,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8b'},136141707,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,,1765948171264,120,Energy,1745999329000,136141707,True,Project J,1765948171264,,4,,Work at Height,,4,Unsafe Condition,0,4,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8c'},136141728,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,120,Energy,1746005930000,136141728,True,Project J,1765948171264,,4,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8d'},136142495,0,Fall From Same Level (of Personnel),At-Risk,B,Pipefitters,1765948171264,121,Energy,1746059930000,136142495,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8e'},136142510,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,121,Energy,1746079730000,136142510,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe8f'},136142944,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Rebar,1765948171264,121,Energy,1746095930000,136142944,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe90'},136143498,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,122,Energy,1746161329000,136143498,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe91'},136143513,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,,1765948171264,122,Energy,1746150829000,136143513,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe92'},136143622,0,Fall From Same Level (of Personnel),At-Risk,B,Ironworkers-Rebar,1765948171264,122,Energy,1746170929000,136143622,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe93'},136143528,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Pipefitters,1765948171264,122,Energy,1746162530000,136143528,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe94'},136146426,0,Dropped Object(s),At-Risk,B,Scaffold Builder,1765948171264,123,Energy,1746241730000,136146426,True,Project J,1765948171264,,5,,Dropped Objects,,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe95'},136147002,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,N,Welder,1765948171264,125,Energy,1746414530000,136147002,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe96'},136147020,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",At-Risk,B,Ironworkers-Structural,1765948171264,123,Energy,1746241730000,136147020,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe97'},136147104,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Ironworkers-Structural,1765948171264,125,Energy,1746422930000,136147104,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe98'},136147628,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765948171264,125,Energy,1746437029000,136147628,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe99'},136147590,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",At-Risk,B,Scaffold Builder,1765948171264,125,Energy,1746430129000,136147590,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9a'},136147610,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,N,Operators,1765948171264,125,Energy,1746416030000,136147610,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9b'},136149386,0,Other,At-Risk,B,Operators,1765948171264,126,Energy,1746516289000,136149386,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9c'},136148212,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Warehouse,1765948171264,125,Energy,1746437029000,136148212,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9d'},136148298,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Welder,1765948171264,125,Energy,1746432530000,136148298,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9e'},136148197,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,,1765948171264,125,Energy,1746438830000,136148197,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfe9f'},136149423,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765948171264,126,Energy,1746525230000,136149423,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfea0'},136149449,0,Dropped Object(s),At-Risk,B,Scaffold Builder,1765948171264,126,Energy,1746522530000,136149449,True,Project J,1765948171264,,5,,Dropped Objects,,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfea1'},136149496,0,Other,At-Risk,B,Pipefitters,1765948171264,126,Energy,1746517130000,136149496,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfea2'},136149471,0,,At-Risk,N,,1765948171264,126,Energy,1746508130000,136149471,True,Project J,1765948171264,,5,,Energy Isolation,,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfea3'},136149940,0,,At-Risk,B,,1765948171264,126,Energy,1746500930000,136149940,True,Project J,1765948171264,,5,,Energy Isolation,,3,Unsafe Condition,0,3,0,18,2025
{'$oid': '69087f23012e93c9d6fdfea4'},136150257,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,127,Energy,1746596329000,136150257,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfea5'},136150449,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Operators,1765948171264,127,Energy,1746585529000,136150449,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfea6'},136150464,0,Fall From Same Level (of Personnel),At-Risk,N,Non-Manual,1765948171264,127,Energy,1746597529000,136150464,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfea7'},136150903,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Carpenter,1765948171264,127,Energy,1746614330000,136150903,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfea8'},136150225,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Rigger,1765948171264,127,Energy,1746585529000,136150225,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfea9'},136150669,0,Fall From Same Level (of Personnel),At-Risk,B,Operators,1765948171264,127,Energy,1746594230000,136150669,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeaa'},136150703,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Pipefitters,1765948171264,127,Energy,1746597829000,136150703,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeab'},136150177,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Ironworkers-Structural,1765948171264,126,Energy,1746532430000,136150177,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,18,2025
{'$oid': '69087f23012e93c9d6fdfeac'},136150434,0,Caught In/ Between,At-Risk,B,Laborers,1765948171264,127,Energy,1746595190000,136150434,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfead'},136150918,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Carpenter,1765948171264,127,Energy,1746647629000,136150918,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeae'},136150937,0,Unknown,At-Risk,B,,1765948171264,127,Energy,1746620629000,136150937,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeaf'},136151347,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,127,Energy,1746585529000,136151347,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb0'},136151003,0,Caught In/ Between,At-Risk,B,Ironworkers-Rebar,1765948171264,127,Energy,1746594890000,136151003,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb1'},136151187,0,Caught In/ Between,At-Risk,B,Ironworkers-Structural,1765948171264,128,Energy,1746677209000,136151187,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb2'},136151558,0,Unknown,At-Risk,B,,1765948171264,128,Energy,1746682729000,136151558,True,Project J,1765948171264,,5,,Energy Isolation,,4,Unsafe Condition,0,4,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb3'},136151573,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Ironworkers-Rebar,1765948171264,128,Energy,1746698330000,136151573,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb4'},136151867,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,129,Energy,1746757430000,136151867,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb5'},136151882,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765948171264,129,Energy,1746758630000,136151882,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb6'},136151898,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Non-Manual,1765948171264,129,Energy,1746759409000,136151898,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb7'},136152009,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,129,Energy,1746770930000,136152009,True,Project J,1765948171264,,5,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb8'},136152024,0,Fall From Same Level (of Personnel),At-Risk,B,Laborers,1765948171264,129,Energy,1746763729000,136152024,False,Project J,1765948171264,,5,,,,1,Unsafe Condition,0,1,0,19,2025
{'$oid': '69087f23012e93c9d6fdfeb9'},136152946,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765948171264,129,Energy,1746777830000,136152946,False,Project J,1765948171264,,5,,,,1,Behavior,0,1,0,19,2025
